	INPUT:title	INPUT:coupon	INPUT:screenshot	INPUT:assignment_id	INPUT:coupon_available	INPUT:path	OUTPUT:result	OUTPUT:assignment_id	GOLDEN:result	GOLDEN:assignment_id	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started
95	75% OFF PHOTO BOOKS	75BCAP	https://yang.s3.yandex.net/assignment_0001f48c86--624e26c6a9107f029f0b754f/microsoft.cb167272-47fd-46a8-9baf-8446220ce14e.png	"""0001f48c86--624e26c6a9107f029f0b754f"""	Yes	https://www.snapfish.com	Yes	"""0001f48c86--624e26c6a9107f029f0b754f"""	Yes				https://toloka.yandex.ru/task/32823649/0001f4d961--624ff465b2fc453167a02528	0001f4d961--624ff465b2fc453167a02528	aaece8b3edbb9d5d20bda4b845a5b605	APPROVED	2022-04-08T08:37:57.367
96	75% OFF PHOTO BOOKS	75BCAP	https://yang.s3.yandex.net/assignment_0001f48c86--624e26c6a9107f029f0b754f/microsoft.cb167272-47fd-46a8-9baf-8446220ce14e.png	"""0001f48c86--624e26c6a9107f029f0b754f"""	Yes	https://www.snapfish.com	Yes	"""0001f48c86--624e26c6a9107f029f0b754f"""	Yes				https://toloka.yandex.ru/task/32823649/0001f4d961--624ff47d107301785661aaba	0001f4d961--624ff47d107301785661aaba	21940eaf17fbea807b7e574278a14adb	APPROVED	2022-04-08T08:38:21.104
97	75% OFF PHOTO BOOKS	75BCAP	https://yang.s3.yandex.net/assignment_0001f48c86--624e26c6a9107f029f0b754f/microsoft.cb167272-47fd-46a8-9baf-8446220ce14e.png	"""0001f48c86--624e26c6a9107f029f0b754f"""	Yes	https://www.snapfish.com	Yes	"""0001f48c86--624e26c6a9107f029f0b754f"""	Yes				https://toloka.yandex.ru/task/32823649/0001f4d961--624ff495a0393c665b8aa2c3	0001f4d961--624ff495a0393c665b8aa2c3	b7cfbae0fb246b6dd7c1fe96aab9834d	APPROVED	2022-04-08T08:38:45.541
98	Save Up To 75% With An Extra 15% Off	SVLW7L	https://yang.s3.yandex.net/assignment_0001f48c86--624e35cb02ca553118032382/microsoft.edddfa8d-46a0-43dd-9491-d8855ec806a7.jpg	"""0001f48c86--624e35cb02ca553118032382"""	Yes	https://www.lakeside.com	Yes	"""0001f48c86--624e35cb02ca553118032382"""	Yes				https://toloka.yandex.ru/task/32823649/0001f4d961--624ff3841865bc5f7e596580	0001f4d961--624ff3841865bc5f7e596580	aaece8b3edbb9d5d20bda4b845a5b605	APPROVED	2022-04-08T08:34:12.261
99	Save Up To 75% With An Extra 15% Off	SVLW7L	https://yang.s3.yandex.net/assignment_0001f48c86--624e35cb02ca553118032382/microsoft.edddfa8d-46a0-43dd-9491-d8855ec806a7.jpg	"""0001f48c86--624e35cb02ca553118032382"""	Yes	https://www.lakeside.com	Yes	"""0001f48c86--624e35cb02ca553118032382"""	Yes				https://toloka.yandex.ru/task/32823649/0001f4d961--624ff399fa146b2619c9e9b1	0001f4d961--624ff399fa146b2619c9e9b1	b43c4e574acb4f57e6692cf3f9d3202c	APPROVED	2022-04-08T08:34:33.077
100	Save Up To 75% With An Extra 15% Off	SVLW7L	https://yang.s3.yandex.net/assignment_0001f48c86--624e35cb02ca553118032382/microsoft.edddfa8d-46a0-43dd-9491-d8855ec806a7.jpg	"""0001f48c86--624e35cb02ca553118032382"""	Yes	https://www.lakeside.com	Yes	"""0001f48c86--624e35cb02ca553118032382"""	Yes				https://toloka.yandex.ru/task/32823649/0001f4d961--624ff42451d73c388896d9ce	0001f4d961--624ff42451d73c388896d9ce	e73bedd2775a795bd89c7ebc37ddbb69	APPROVED	2022-04-08T08:36:52.676
101	Save Up To 75% With An Extra 15% Off	SVLW7L	https://yang.s3.yandex.net/assignment_0001f48c86--624e35cb02ca553118032382/microsoft.edddfa8d-46a0-43dd-9491-d8855ec806a7.jpg	"""0001f48c86--624e35cb02ca553118032382"""	Yes	https://www.lakeside.com	Yes	"""0001f48c86--624e35cb02ca553118032382"""	Yes				https://toloka.yandex.ru/task/32823649/0001f4d961--624ff4469551e238f41222ff	0001f4d961--624ff4469551e238f41222ff	21940eaf17fbea807b7e574278a14adb	APPROVED	2022-04-08T08:37:26.067
102	Save Up To 75% With An Extra 15% Off	SVLW7L	https://yang.s3.yandex.net/assignment_0001f48c86--624e35cb02ca553118032382/microsoft.edddfa8d-46a0-43dd-9491-d8855ec806a7.jpg	"""0001f48c86--624e35cb02ca553118032382"""	Yes	https://www.lakeside.com	Yes	"""0001f48c86--624e35cb02ca553118032382"""	Yes				https://toloka.yandex.ru/task/32823649/0001f4d961--624ff44d2b39fd54e7bca5bf	0001f4d961--624ff44d2b39fd54e7bca5bf	b7cfbae0fb246b6dd7c1fe96aab9834d	APPROVED	2022-04-08T08:37:33.200
103	Save Up To 75% With An Extra 15% Off	SVLW7L	https://yang.s3.yandex.net/assignment_0001f48c86--624e35cb02ca553118032382/microsoft.edddfa8d-46a0-43dd-9491-d8855ec806a7.jpg	"""0001f48c86--624e35cb02ca553118032382"""	Yes	https://www.lakeside.com	Yes	"""0001f48c86--624e35cb02ca553118032382"""	Yes				https://toloka.yandex.ru/task/32823649/0001f4d961--624ff4721a73bb1a417dced1	0001f4d961--624ff4721a73bb1a417dced1	240f2139678ae981be5af88a654a6cc2	APPROVED	2022-04-08T08:38:10.579
104	Save Up To 75% With An Extra 15% Off	SVLW7L	https://yang.s3.yandex.net/assignment_0001f48c86--624e35cb02ca553118032382/microsoft.edddfa8d-46a0-43dd-9491-d8855ec806a7.jpg	"""0001f48c86--624e35cb02ca553118032382"""	Yes	https://www.lakeside.com	Yes	"""0001f48c86--624e35cb02ca553118032382"""	Yes				https://toloka.yandex.ru/task/32823649/0001f4d961--624ff48c4374727ed1ed46e2	0001f4d961--624ff48c4374727ed1ed46e2	aa00512e790f8059243ffd7b0b7d6de9	APPROVED	2022-04-08T08:38:36.279
105			https://yang.s3.yandex.net/assignment_0001f48c86--624e3d6d5090f746dcf510b7/microsoft.817cf9a9-2def-4816-8f89-c128c16a06fc.jpg	"""0001f48c86--624e3d6d5090f746dcf510b7"""	No	https://www.oreillyauto.com	Yes	"""0001f48c86--624e3d6d5090f746dcf510b7"""					https://toloka.yandex.ru/task/32823649/0001f4d961--624ff3b9a0393c665b8a92f5	0001f4d961--624ff3b9a0393c665b8a92f5	ef6b686b332d5b2b1c442ed6fef9dd55	APPROVED	2022-04-08T08:35:05.816
106			https://yang.s3.yandex.net/assignment_0001f48c86--624e3d6d5090f746dcf510b7/microsoft.817cf9a9-2def-4816-8f89-c128c16a06fc.jpg	"""0001f48c86--624e3d6d5090f746dcf510b7"""	No	https://www.oreillyauto.com	Yes	"""0001f48c86--624e3d6d5090f746dcf510b7"""					https://toloka.yandex.ru/task/32823649/0001f4d961--624ff39b0ef8f154ecfae752	0001f4d961--624ff39b0ef8f154ecfae752	0a3011ddbd2447f18d3be66264101522	APPROVED	2022-04-08T08:34:35.990
107			https://yang.s3.yandex.net/assignment_0001f48c86--624e3d6d5090f746dcf510b7/microsoft.817cf9a9-2def-4816-8f89-c128c16a06fc.jpg	"""0001f48c86--624e3d6d5090f746dcf510b7"""	No	https://www.oreillyauto.com	Yes	"""0001f48c86--624e3d6d5090f746dcf510b7"""					https://toloka.yandex.ru/task/32823649/0001f4d961--624ff3aecf7469621adf931b	0001f4d961--624ff3aecf7469621adf931b	aaece8b3edbb9d5d20bda4b845a5b605	APPROVED	2022-04-08T08:34:54.392
108			https://yang.s3.yandex.net/assignment_0001f48c86--624dfd5599b9ad6ec5c185ed/microsoft.9c78eb32-9830-404d-96bf-4f6b2be0c099.jpeg	"""0001f48c86--624dfd5599b9ad6ec5c185ed"""	No	https://www.hy-vee.com	Yes	"""0001f48c86--624dfd5599b9ad6ec5c185ed"""					https://toloka.yandex.ru/task/32823649/0001f4d961--624ff3b9a0393c665b8a92f5	0001f4d961--624ff3b9a0393c665b8a92f5	ef6b686b332d5b2b1c442ed6fef9dd55	APPROVED	2022-04-08T08:35:05.816
109			https://yang.s3.yandex.net/assignment_0001f48c86--624dfd5599b9ad6ec5c185ed/microsoft.9c78eb32-9830-404d-96bf-4f6b2be0c099.jpeg	"""0001f48c86--624dfd5599b9ad6ec5c185ed"""	No	https://www.hy-vee.com	Yes	"""0001f48c86--624dfd5599b9ad6ec5c185ed"""					https://toloka.yandex.ru/task/32823649/0001f4d961--624ff39b0ef8f154ecfae752	0001f4d961--624ff39b0ef8f154ecfae752	0a3011ddbd2447f18d3be66264101522	APPROVED	2022-04-08T08:34:35.990
110			https://yang.s3.yandex.net/assignment_0001f48c86--624dfd5599b9ad6ec5c185ed/microsoft.9c78eb32-9830-404d-96bf-4f6b2be0c099.jpeg	"""0001f48c86--624dfd5599b9ad6ec5c185ed"""	No	https://www.hy-vee.com	Yes	"""0001f48c86--624dfd5599b9ad6ec5c185ed"""					https://toloka.yandex.ru/task/32823649/0001f4d961--624ff3aecf7469621adf931b	0001f4d961--624ff3aecf7469621adf931b	aaece8b3edbb9d5d20bda4b845a5b605	APPROVED	2022-04-08T08:34:54.392
111	SAVE UP TO 25%!	24HOURS	https://yang.s3.yandex.net/assignment_0001f48c86--624e34f0f530090b52af6b54/microsoft.4ed56e2c-c66b-4773-b1a9-e11a2d0c604c.jpg	"""0001f48c86--624e34f0f530090b52af6b54"""	Yes	https://www.towerhobbies.com	Yes	"""0001f48c86--624e34f0f530090b52af6b54"""	Yes				https://toloka.yandex.ru/task/32823649/0001f4d961--624ff3b9a0393c665b8a92f5	0001f4d961--624ff3b9a0393c665b8a92f5	ef6b686b332d5b2b1c442ed6fef9dd55	APPROVED	2022-04-08T08:35:05.816
112	SAVE UP TO 25%!	24HOURS	https://yang.s3.yandex.net/assignment_0001f48c86--624e34f0f530090b52af6b54/microsoft.4ed56e2c-c66b-4773-b1a9-e11a2d0c604c.jpg	"""0001f48c86--624e34f0f530090b52af6b54"""	Yes	https://www.towerhobbies.com	Yes	"""0001f48c86--624e34f0f530090b52af6b54"""	Yes				https://toloka.yandex.ru/task/32823649/0001f4d961--624ff3d393128216f521d43d	0001f4d961--624ff3d393128216f521d43d	b43c4e574acb4f57e6692cf3f9d3202c	APPROVED	2022-04-08T08:35:31.116
113	SAVE UP TO 25%!	24HOURS	https://yang.s3.yandex.net/assignment_0001f48c86--624e34f0f530090b52af6b54/microsoft.4ed56e2c-c66b-4773-b1a9-e11a2d0c604c.jpg	"""0001f48c86--624e34f0f530090b52af6b54"""	Yes	https://www.towerhobbies.com	Yes	"""0001f48c86--624e34f0f530090b52af6b54"""	Yes				https://toloka.yandex.ru/task/32823649/0001f4d961--624ff3c0324f8614471b476e	0001f4d961--624ff3c0324f8614471b476e	240f2139678ae981be5af88a654a6cc2	APPROVED	2022-04-08T08:35:12.188
114	SAVE UP TO 25%!	24HOURS	https://yang.s3.yandex.net/assignment_0001f48c86--624e34f0f530090b52af6b54/microsoft.4ed56e2c-c66b-4773-b1a9-e11a2d0c604c.jpg	"""0001f48c86--624e34f0f530090b52af6b54"""	Yes	https://www.towerhobbies.com	Yes	"""0001f48c86--624e34f0f530090b52af6b54"""	Yes				https://toloka.yandex.ru/task/32823649/0001f4d961--624ff40f324f8614471b4b93	0001f4d961--624ff40f324f8614471b4b93	b7cfbae0fb246b6dd7c1fe96aab9834d	APPROVED	2022-04-08T08:36:31.247
115	SAVE UP TO 25%!	24HOURS	https://yang.s3.yandex.net/assignment_0001f48c86--624e34f0f530090b52af6b54/microsoft.4ed56e2c-c66b-4773-b1a9-e11a2d0c604c.jpg	"""0001f48c86--624e34f0f530090b52af6b54"""	Yes	https://www.towerhobbies.com	Yes	"""0001f48c86--624e34f0f530090b52af6b54"""	Yes				https://toloka.yandex.ru/task/32823649/0001f4d961--624ff41ede65c14c50bd0745	0001f4d961--624ff41ede65c14c50bd0745	aaece8b3edbb9d5d20bda4b845a5b605	APPROVED	2022-04-08T08:36:46.083
116	SAVE UP TO 25%!	24HOURS	https://yang.s3.yandex.net/assignment_0001f48c86--624e34f0f530090b52af6b54/microsoft.4ed56e2c-c66b-4773-b1a9-e11a2d0c604c.jpg	"""0001f48c86--624e34f0f530090b52af6b54"""	Yes	https://www.towerhobbies.com	Yes	"""0001f48c86--624e34f0f530090b52af6b54"""	Yes				https://toloka.yandex.ru/task/32823649/0001f4d961--624ff4501a73bb1a417dcc3a	0001f4d961--624ff4501a73bb1a417dcc3a	e73bedd2775a795bd89c7ebc37ddbb69	APPROVED	2022-04-08T08:37:36.368
117	SAVE UP TO 25%!	24HOURS	https://yang.s3.yandex.net/assignment_0001f48c86--624e34f0f530090b52af6b54/microsoft.4ed56e2c-c66b-4773-b1a9-e11a2d0c604c.jpg	"""0001f48c86--624e34f0f530090b52af6b54"""	Yes	https://www.towerhobbies.com	Yes	"""0001f48c86--624e34f0f530090b52af6b54"""	Yes				https://toloka.yandex.ru/task/32823649/0001f4d961--624ff484b2fc453167a02b33	0001f4d961--624ff484b2fc453167a02b33	27e3661a3ce453dcaab33286ca6c387f	APPROVED	2022-04-08T08:38:28.201
118	SAVE UP TO 25%!	24HOURS	https://yang.s3.yandex.net/assignment_0001f48c86--624e34f0f530090b52af6b54/microsoft.4ed56e2c-c66b-4773-b1a9-e11a2d0c604c.jpg	"""0001f48c86--624e34f0f530090b52af6b54"""	Yes	https://www.towerhobbies.com	Yes	"""0001f48c86--624e34f0f530090b52af6b54"""	Yes				https://toloka.yandex.ru/task/32823649/0001f4d961--624ff4b0fc4b276f9cd44e51	0001f4d961--624ff4b0fc4b276f9cd44e51	21940eaf17fbea807b7e574278a14adb	APPROVED	2022-04-08T08:39:12.207
119	Free shipping on orders over $20	SHIP20	https://yang.s3.yandex.net/assignment_0001f48c86--624e2626f2bfda1126913bb6/microsoft.53f45597-0804-4017-9518-f13e7be6bd94.png	"""0001f48c86--624e2626f2bfda1126913bb6"""	Yes	https://www.spencersonline.com	Yes	"""0001f48c86--624e2626f2bfda1126913bb6"""					https://toloka.yandex.ru/task/32823649/0001f4d961--624ff3941a73bb1a417dc107	0001f4d961--624ff3941a73bb1a417dc107	aaece8b3edbb9d5d20bda4b845a5b605	APPROVED	2022-04-08T08:34:28.083
120	Free shipping on orders over $20	SHIP20	https://yang.s3.yandex.net/assignment_0001f48c86--624e2626f2bfda1126913bb6/microsoft.53f45597-0804-4017-9518-f13e7be6bd94.png	"""0001f48c86--624e2626f2bfda1126913bb6"""	Yes	https://www.spencersonline.com	Yes	"""0001f48c86--624e2626f2bfda1126913bb6"""					https://toloka.yandex.ru/task/32823649/0001f4d961--624ff3957726491d4a025d52	0001f4d961--624ff3957726491d4a025d52	e73bedd2775a795bd89c7ebc37ddbb69	APPROVED	2022-04-08T08:34:29.264
121	Free shipping on orders over $20	SHIP20	https://yang.s3.yandex.net/assignment_0001f48c86--624e2626f2bfda1126913bb6/microsoft.53f45597-0804-4017-9518-f13e7be6bd94.png	"""0001f48c86--624e2626f2bfda1126913bb6"""	Yes	https://www.spencersonline.com	Yes	"""0001f48c86--624e2626f2bfda1126913bb6"""					https://toloka.yandex.ru/task/32823649/0001f4d961--624ff399fa146b2619c9e9b1	0001f4d961--624ff399fa146b2619c9e9b1	b43c4e574acb4f57e6692cf3f9d3202c	APPROVED	2022-04-08T08:34:33.077
122			https://yang.s3.yandex.net/assignment_0001f48c86--624dec74945cc50d0528eb44/microsoft.4fe09abd-0384-42a4-8db9-e72c1e654bd5.jpeg	"""0001f48c86--624dec74945cc50d0528eb44"""	No	https://www.vermontcountrystore.com	Yes	"""0001f48c86--624dec74945cc50d0528eb44"""					https://toloka.yandex.ru/task/32823649/0001f4d961--624ff3941a73bb1a417dc107	0001f4d961--624ff3941a73bb1a417dc107	aaece8b3edbb9d5d20bda4b845a5b605	APPROVED	2022-04-08T08:34:28.083
123			https://yang.s3.yandex.net/assignment_0001f48c86--624dec74945cc50d0528eb44/microsoft.4fe09abd-0384-42a4-8db9-e72c1e654bd5.jpeg	"""0001f48c86--624dec74945cc50d0528eb44"""	No	https://www.vermontcountrystore.com	Yes	"""0001f48c86--624dec74945cc50d0528eb44"""					https://toloka.yandex.ru/task/32823649/0001f4d961--624ff3957726491d4a025d52	0001f4d961--624ff3957726491d4a025d52	e73bedd2775a795bd89c7ebc37ddbb69	APPROVED	2022-04-08T08:34:29.264
124			https://yang.s3.yandex.net/assignment_0001f48c86--624dec74945cc50d0528eb44/microsoft.4fe09abd-0384-42a4-8db9-e72c1e654bd5.jpeg	"""0001f48c86--624dec74945cc50d0528eb44"""	No	https://www.vermontcountrystore.com	Yes	"""0001f48c86--624dec74945cc50d0528eb44"""					https://toloka.yandex.ru/task/32823649/0001f4d961--624ff399fa146b2619c9e9b1	0001f4d961--624ff399fa146b2619c9e9b1	b43c4e574acb4f57e6692cf3f9d3202c	APPROVED	2022-04-08T08:34:33.077
125	10% Off Roxy online	ROXSTYLE	https://yang.s3.yandex.net/assignment_0001f48c86--624dfb936c319c28fbe363ff/microsoft.96c51832-5137-4093-b1e5-7bb17eadf6b8.jpeg	"""0001f48c86--624dfb936c319c28fbe363ff"""	Yes	https://www.famousfootwear.com	Yes	"""0001f48c86--624dfb936c319c28fbe363ff"""					https://toloka.yandex.ru/task/32823649/0001f4d961--624ff3c851d73c388896d4fc	0001f4d961--624ff3c851d73c388896d4fc	e73bedd2775a795bd89c7ebc37ddbb69	APPROVED	2022-04-08T08:35:20.781
126	10% Off Roxy online	ROXSTYLE	https://yang.s3.yandex.net/assignment_0001f48c86--624dfb936c319c28fbe363ff/microsoft.96c51832-5137-4093-b1e5-7bb17eadf6b8.jpeg	"""0001f48c86--624dfb936c319c28fbe363ff"""	Yes	https://www.famousfootwear.com	Yes	"""0001f48c86--624dfb936c319c28fbe363ff"""					https://toloka.yandex.ru/task/32823649/0001f4d961--624ff3d393128216f521d43d	0001f4d961--624ff3d393128216f521d43d	b43c4e574acb4f57e6692cf3f9d3202c	APPROVED	2022-04-08T08:35:31.116
127	10% Off Roxy online	ROXSTYLE	https://yang.s3.yandex.net/assignment_0001f48c86--624dfb936c319c28fbe363ff/microsoft.96c51832-5137-4093-b1e5-7bb17eadf6b8.jpeg	"""0001f48c86--624dfb936c319c28fbe363ff"""	Yes	https://www.famousfootwear.com	Yes	"""0001f48c86--624dfb936c319c28fbe363ff"""					https://toloka.yandex.ru/task/32823649/0001f4d961--624ff3c960ec904be3d63345	0001f4d961--624ff3c960ec904be3d63345	aaece8b3edbb9d5d20bda4b845a5b605	APPROVED	2022-04-08T08:35:21.505
128	15% OFF ALL VAPES	Vape15	https://yang.s3.yandex.net/assignment_0001f48c86--624e3699945cc50d052c7307/microsoft.08c6211d-352b-42a5-b5d1-b7417c7f472f.jpg	"""0001f48c86--624e3699945cc50d052c7307"""	Yes	https://www.vapevetstore.com	Yes	"""0001f48c86--624e3699945cc50d052c7307"""					https://toloka.yandex.ru/task/32823649/0001f4d961--624ff3c851d73c388896d4fc	0001f4d961--624ff3c851d73c388896d4fc	e73bedd2775a795bd89c7ebc37ddbb69	APPROVED	2022-04-08T08:35:20.781
129	15% OFF ALL VAPES	Vape15	https://yang.s3.yandex.net/assignment_0001f48c86--624e3699945cc50d052c7307/microsoft.08c6211d-352b-42a5-b5d1-b7417c7f472f.jpg	"""0001f48c86--624e3699945cc50d052c7307"""	Yes	https://www.vapevetstore.com	Yes	"""0001f48c86--624e3699945cc50d052c7307"""					https://toloka.yandex.ru/task/32823649/0001f4d961--624ff3d393128216f521d43d	0001f4d961--624ff3d393128216f521d43d	b43c4e574acb4f57e6692cf3f9d3202c	APPROVED	2022-04-08T08:35:31.116
130	15% OFF ALL VAPES	Vape15	https://yang.s3.yandex.net/assignment_0001f48c86--624e3699945cc50d052c7307/microsoft.08c6211d-352b-42a5-b5d1-b7417c7f472f.jpg	"""0001f48c86--624e3699945cc50d052c7307"""	Yes	https://www.vapevetstore.com	Yes	"""0001f48c86--624e3699945cc50d052c7307"""					https://toloka.yandex.ru/task/32823649/0001f4d961--624ff3c960ec904be3d63345	0001f4d961--624ff3c960ec904be3d63345	aaece8b3edbb9d5d20bda4b845a5b605	APPROVED	2022-04-08T08:35:21.505
131	20% Off Sitewide	FAMILY 22	https://yang.s3.yandex.net/assignment_0001f48c86--624df806a3d60a6d6e46f08e/microsoft.cfefbd19-8018-49fe-b59e-60f50c314d77.jpeg	"""0001f48c86--624df806a3d60a6d6e46f08e"""	Yes	https://www.thecompanystore.com	Yes	"""0001f48c86--624df806a3d60a6d6e46f08e"""					https://toloka.yandex.ru/task/32823649/0001f4d961--624ff3be3aa41210b0c3e29d	0001f4d961--624ff3be3aa41210b0c3e29d	b43c4e574acb4f57e6692cf3f9d3202c	APPROVED	2022-04-08T08:35:10.060
132	20% Off Sitewide	FAMILY 22	https://yang.s3.yandex.net/assignment_0001f48c86--624df806a3d60a6d6e46f08e/microsoft.cfefbd19-8018-49fe-b59e-60f50c314d77.jpeg	"""0001f48c86--624df806a3d60a6d6e46f08e"""	Yes	https://www.thecompanystore.com	Yes	"""0001f48c86--624df806a3d60a6d6e46f08e"""					https://toloka.yandex.ru/task/32823649/0001f4d961--624ff3c5e2e2307da7037339	0001f4d961--624ff3c5e2e2307da7037339	1fb0b683574b7f0a94f2df8559de18c4	APPROVED	2022-04-08T08:35:17.206
133	20% Off Sitewide	FAMILY 22	https://yang.s3.yandex.net/assignment_0001f48c86--624df806a3d60a6d6e46f08e/microsoft.cfefbd19-8018-49fe-b59e-60f50c314d77.jpeg	"""0001f48c86--624df806a3d60a6d6e46f08e"""	Yes	https://www.thecompanystore.com	Yes	"""0001f48c86--624df806a3d60a6d6e46f08e"""					https://toloka.yandex.ru/task/32823649/0001f4d961--624ff3c0324f8614471b476e	0001f4d961--624ff3c0324f8614471b476e	240f2139678ae981be5af88a654a6cc2	APPROVED	2022-04-08T08:35:12.188
134			https://yang.s3.yandex.net/assignment_0001f48c86--624e23355090f746dcf45108/microsoft.78656bdf-d2ca-4bce-b23e-3f39b571b916.png	"""0001f48c86--624e23355090f746dcf45108"""	No	https://www.wholesale7.net	Yes	"""0001f48c86--624e23355090f746dcf45108"""					https://toloka.yandex.ru/task/32823649/0001f4d961--624ff3be3aa41210b0c3e29d	0001f4d961--624ff3be3aa41210b0c3e29d	b43c4e574acb4f57e6692cf3f9d3202c	APPROVED	2022-04-08T08:35:10.060
135			https://yang.s3.yandex.net/assignment_0001f48c86--624e23355090f746dcf45108/microsoft.78656bdf-d2ca-4bce-b23e-3f39b571b916.png	"""0001f48c86--624e23355090f746dcf45108"""	No	https://www.wholesale7.net	Yes	"""0001f48c86--624e23355090f746dcf45108"""					https://toloka.yandex.ru/task/32823649/0001f4d961--624ff3c5e2e2307da7037339	0001f4d961--624ff3c5e2e2307da7037339	1fb0b683574b7f0a94f2df8559de18c4	APPROVED	2022-04-08T08:35:17.206
136			https://yang.s3.yandex.net/assignment_0001f48c86--624e23355090f746dcf45108/microsoft.78656bdf-d2ca-4bce-b23e-3f39b571b916.png	"""0001f48c86--624e23355090f746dcf45108"""	No	https://www.wholesale7.net	Yes	"""0001f48c86--624e23355090f746dcf45108"""					https://toloka.yandex.ru/task/32823649/0001f4d961--624ff3c0324f8614471b476e	0001f4d961--624ff3c0324f8614471b476e	240f2139678ae981be5af88a654a6cc2	APPROVED	2022-04-08T08:35:12.188
137	50 off and free* Delivery/Pickup for New Customers	SSONLINE50	https://yang.s3.yandex.net/assignment_0001f48c86--624e2dfbfad53241b053aef8/microsoft.638cf6dd-45ec-4ff3-9cf1-11b70403f0be.png	"""0001f48c86--624e2dfbfad53241b053aef8"""	Yes	https://www.stopandshop.com	Yes	"""0001f48c86--624e2dfbfad53241b053aef8"""					https://toloka.yandex.ru/task/32823649/0001f4d961--624ff3dd4374727ed1ed369e	0001f4d961--624ff3dd4374727ed1ed369e	aaece8b3edbb9d5d20bda4b845a5b605	APPROVED	2022-04-08T08:35:41.045
138	50 off and free* Delivery/Pickup for New Customers	SSONLINE50	https://yang.s3.yandex.net/assignment_0001f48c86--624e2dfbfad53241b053aef8/microsoft.638cf6dd-45ec-4ff3-9cf1-11b70403f0be.png	"""0001f48c86--624e2dfbfad53241b053aef8"""	Yes	https://www.stopandshop.com	Yes	"""0001f48c86--624e2dfbfad53241b053aef8"""					https://toloka.yandex.ru/task/32823649/0001f4d961--624ff3c90ef8f154ecfae9f2	0001f4d961--624ff3c90ef8f154ecfae9f2	ef6b686b332d5b2b1c442ed6fef9dd55	APPROVED	2022-04-08T08:35:21.718
139	50 off and free* Delivery/Pickup for New Customers	SSONLINE50	https://yang.s3.yandex.net/assignment_0001f48c86--624e2dfbfad53241b053aef8/microsoft.638cf6dd-45ec-4ff3-9cf1-11b70403f0be.png	"""0001f48c86--624e2dfbfad53241b053aef8"""	Yes	https://www.stopandshop.com	Yes	"""0001f48c86--624e2dfbfad53241b053aef8"""					https://toloka.yandex.ru/task/32823649/0001f4d961--624ff3d851d73c388896d5c2	0001f4d961--624ff3d851d73c388896d5c2	240f2139678ae981be5af88a654a6cc2	APPROVED	2022-04-08T08:35:36.234
140	Free shipping	SPRINGBLOOMS	https://yang.s3.yandex.net/assignment_0001f48c86--624dece44d23d73ab9e98187/microsoft.68cb5b53-04d2-4573-b63d-92ef859e70ba.jpg	"""0001f48c86--624dece44d23d73ab9e98187"""	Yes	https://www.shutterfly.com	No	"""0001f48c86--624dece44d23d73ab9e98187"""					https://toloka.yandex.ru/task/32823649/0001f4d961--624ff3dd4374727ed1ed369e	0001f4d961--624ff3dd4374727ed1ed369e	aaece8b3edbb9d5d20bda4b845a5b605	APPROVED	2022-04-08T08:35:41.045
141	Free shipping	SPRINGBLOOMS	https://yang.s3.yandex.net/assignment_0001f48c86--624dece44d23d73ab9e98187/microsoft.68cb5b53-04d2-4573-b63d-92ef859e70ba.jpg	"""0001f48c86--624dece44d23d73ab9e98187"""	Yes	https://www.shutterfly.com	No	"""0001f48c86--624dece44d23d73ab9e98187"""					https://toloka.yandex.ru/task/32823649/0001f4d961--624ff3c90ef8f154ecfae9f2	0001f4d961--624ff3c90ef8f154ecfae9f2	ef6b686b332d5b2b1c442ed6fef9dd55	APPROVED	2022-04-08T08:35:21.718
142	Free shipping	SPRINGBLOOMS	https://yang.s3.yandex.net/assignment_0001f48c86--624dece44d23d73ab9e98187/microsoft.68cb5b53-04d2-4573-b63d-92ef859e70ba.jpg	"""0001f48c86--624dece44d23d73ab9e98187"""	Yes	https://www.shutterfly.com	No	"""0001f48c86--624dece44d23d73ab9e98187"""					https://toloka.yandex.ru/task/32823649/0001f4d961--624ff3d851d73c388896d5c2	0001f4d961--624ff3d851d73c388896d5c2	240f2139678ae981be5af88a654a6cc2	APPROVED	2022-04-08T08:35:36.234
143	OFFER DETAILS: TO SAVE $30 YOU MUST SPEND $75 OR MORE IN A SINGLE TRANSACTION FOR YOUR FIRST ONLINE PICKUP ORDER OF QUALIFYING ITEMS	SAVE30	https://yang.s3.yandex.net/assignment_0001f48c86--624deb41f11b6e13b61db57d/microsoft.789a3a1c-c193-4f37-8e39-f843bff3d3ec.jpeg	"""0001f48c86--624deb41f11b6e13b61db57d"""	Yes	https://www.tomthumb.com	Yes	"""0001f48c86--624deb41f11b6e13b61db57d"""	No				https://toloka.yandex.ru/task/32823649/0001f4d961--624ff3c960ec904be3d63345	0001f4d961--624ff3c960ec904be3d63345	aaece8b3edbb9d5d20bda4b845a5b605	APPROVED	2022-04-08T08:35:21.505
